UUID;Version;Name (de);Name (en);Kategorie (original);Kategorie (en);Konformitaet;Hintergrunddatenbank(en);Laenderkennung;Typ;Referenzjahr;Gueltig bis;URL;Declaration owner;Veroeffentlicht am;Registrierungsnummer;Registrierungsstelle;UUID des Vorgaengers;Version des Vorgaengers;URL des Vorgaengers;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Stueckgewicht (kg);Umrechungsfaktor auf 1kg;biogener Kohlenstoffgehalt in kg;biogener Kohlenstoffgehalt (Verpackung) in kg;Modul;Szenario;Szenariobeschreibung;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET;AP (A2);GWPtotal (A2);GWPbiogenic (A2);GWPfossil (A2);GWPluluc (A2);ETPfw (A2);PM (A2);EPmarine (A2);EPfreshwater (A2);EPterrestrial (A2);HTPc (A2);HTPnc (A2);IRP (A2);SOP (A2);ODP (A2);POCP (A2);ADPF (A2);ADPE (A2);WDP (A2);RMI_FOSSILE;RMI_METALS;RMI_MINERALS;RMI_FORESTRY;RMI_AGRICULTURE;RMI_FISHERIES;RMI_ABIOTIC_SUBTOTAL;RMI_BIOTIC_SUBTOTAL;RMI_TOTAL;TMR_FOSSILE;TMR_METALS;TMR_MINERALS;TMR_FORESTRY;TMR_AGRICULTURE;TMR_FISHERIES;TMR_ABIOTIC_SUBTOTAL;TMR_BIOTIC_SUBTOTAL;TMR_TOTAL;
42d79c2a-7947-4581-8f2f-3612ce427b82;00.01.000;;Nonwoven glass fibre wall covering;;;'EN 15804+A2';;DE;specific dataset;2024;2029;;;2024-01-09;EPD-VIT-20230429-CBC1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;qm;;1 m2 of nonwoven glass fibre wall covering with an average grammage of around 0.124 kg/m2.;;;;;;;;;;;C4;;;;;;;;;;0.00364;0;0.00364;0.0243;0;0.0243;0;0;0;0.00000616;0.00000000000125;0.124;0.00000027;0;0;0;0;0;0.0000131;0.0224;0.0205;0.00185;0.00000342;0.0136;0.000000000161;0.00000335;0.00000000314;0.0000369;0.00000000000207;0.00000000023;0.0000299;0.00504;0.00000000000000435;0.0000102;0.0242;0.00000000019;0.000203;;;;;;;;;;;;;;;;;;;
42d79c2a-7947-4581-8f2f-3612ce427b82;00.01.000;;Nonwoven glass fibre wall covering;;;'EN 15804+A2';;DE;specific dataset;2024;2029;;;2024-01-09;EPD-VIT-20230429-CBC1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;qm;;1 m2 of nonwoven glass fibre wall covering with an average grammage of around 0.124 kg/m2.;;;;;;;;;;;D;;;;;;;;;;-0.0299;0;-0.0299;-0.109;0;-0.109;0;0;0;-0.0000288;-0.0000000000147;-0.000055;-0.00000859;0;0;0;0;0;-0.00000843;-0.00643;-0.0000328;-0.0064;-0.000000704;-0.0239;-0.0000000000698;-0.00000228;-0.00000000882;-0.0000245;-0.0000000000011;-0.0000000000422;-0.00145;-0.0194;-0.0000000000000433;-0.00000639;-0.109;-0.000000000967;-0.000683;;;;;;;;;;;;;;;;;;;
0e6feea3-5dee-41e8-a841-8981eb180349;00.01.000;;Impact absorber Kremsbarrier APD P100 - Impact absorber;;;'EN 15804+A2';;AT;specific dataset;2025;2030;;;2025-01-28;EPD-VOE-20240519-IBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 Stk. Anpralldämpfer KB APD P100 mit einer Masse von 922 kg/Stk.;;;;;;;;;;;A1-A3;;;;;;;;;;1230;174;1400;22300;0;22300;186;0;0;11.9;0.011;23;0.0793;0;10.9;0;0;0;5.17;2080;1.27;2070;0.873;;;1.11;0.0225;12;;;;;0.00000522;4.25;22600;0.00591;198;;;;;;;;;;;;;;;;;;;
0e6feea3-5dee-41e8-a841-8981eb180349;00.01.000;;Impact absorber Kremsbarrier APD P100 - Impact absorber;;;'EN 15804+A2';;AT;specific dataset;2025;2030;;;2025-01-28;EPD-VOE-20240519-IBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 Stk. Anpralldämpfer KB APD P100 mit einer Masse von 922 kg/Stk.;;;;;;;;;;;C1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
0e6feea3-5dee-41e8-a841-8981eb180349;00.01.000;;Impact absorber Kremsbarrier APD P100 - Impact absorber;;;'EN 15804+A2';;AT;specific dataset;2025;2030;;;2025-01-28;EPD-VOE-20240519-IBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 Stk. Anpralldämpfer KB APD P100 mit einer Masse von 922 kg/Stk.;;;;;;;;;;;C2;;;;;;;;;;3.33;0;3.33;45.9;0;45.9;0;0;0;0.00365;0.000000000109;0.00539;0.0000661;0;0;0;0;0;0.0119;3.36;0.00759;3.32;0.0311;;;0.00546;0.0000123;0.0613;;;;;0.000000000000437;0.0108;45.7;0.000000223;0.0406;;;;;;;;;;;;;;;;;;;
0e6feea3-5dee-41e8-a841-8981eb180349;00.01.000;;Impact absorber Kremsbarrier APD P100 - Impact absorber;;;'EN 15804+A2';;AT;specific dataset;2025;2030;;;2025-01-28;EPD-VOE-20240519-IBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 Stk. Anpralldämpfer KB APD P100 mit einer Masse von 922 kg/Stk.;;;;;;;;;;;C3;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;876;0;0;0;0;0;0;0;0;;;0;0;0;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
0e6feea3-5dee-41e8-a841-8981eb180349;00.01.000;;Impact absorber Kremsbarrier APD P100 - Impact absorber;;;'EN 15804+A2';;AT;specific dataset;2025;2030;;;2025-01-28;EPD-VOE-20240519-IBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 Stk. Anpralldämpfer KB APD P100 mit einer Masse von 922 kg/Stk.;;;;;;;;;;;C4;;;;;;;;;;2.89;0;2.89;32.2;0;32.2;0;0;0;0.000363;0.00000000205;35.5;0.000288;0;0;0;0;0;0.00691;2.16;0.00467;2.15;0.00219;;;0.00174;0.00000195;0.0191;;;;;0.00000000000355;0.00544;32.2;0.000000059;-0.0293;;;;;;;;;;;;;;;;;;;
0e6feea3-5dee-41e8-a841-8981eb180349;00.01.000;;Impact absorber Kremsbarrier APD P100 - Impact absorber;;;'EN 15804+A2';;AT;specific dataset;2025;2030;;;2025-01-28;EPD-VOE-20240519-IBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 Stk. Anpralldämpfer KB APD P100 mit einer Masse von 922 kg/Stk.;;;;;;;;;;;D;;;;;;;;;;495;0;495;-12500;0;-12500;726;0;0;-128;-0.0000724;117;0.00106;0;0;0;0;0;-3.09;-1250;7.44;-1260;-0.168;;;-0.496;-0.000294;-4.44;;;;;0.00000000169;-2.01;-12500;-0.00714;-85.1;;;;;;;;;;;;;;;;;;;
89b7ccd3-a6c8-45f7-acb8-4b441bb7a15b;00.01.000;;FIS EM Plus;;;'EN 15804+A2';;DE;specific dataset;2024;2029;;;2024-04-18;EPD-FIW-20230530-CBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;kg;;1 kg Injektionsmörtel;;;;;;;;;;;A1-A3;;;;;;;;;;18.4;2.16;20.5;99.7;23.7;123;0;0;0;0.0401;0.00000031;0.0668;0.00104;0;0.000179;0;1.13;2.02;0.00693;4.59;0.0568;4.54;0.00135;39;0.0000000646;0.00202;0.0000293;0.0215;0.00000000207;0.000000138;0.121;31.5;0.000000000019;0.00658;93;0.000000247;1.28;;;;;;;;;;;;;;;;;;;
89b7ccd3-a6c8-45f7-acb8-4b441bb7a15b;00.01.000;;FIS EM Plus;;;'EN 15804+A2';;DE;specific dataset;2024;2029;;;2024-04-18;EPD-FIW-20230530-CBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;kg;;1 kg Injektionsmörtel;;;;;;;;;;;C1;;;;;;;;;;0.0134;0;0.0134;0.0224;0;0.0224;0;0;0;0.0000108;-0.00000000000175;0.0000164;0.00000356;0;0;0;0;0;0.00000227;0.00107;0.00000925;0.00106;0.000000116;0.00623;0.0000000000191;0.000000544;0.00000000397;0.00000568;0.00000000000033;0.00000000000525;0.000593;0.00879;0.0000000000000196;0.00000145;0.0224;0.000000000165;0.000237;;;;;;;;;;;;;;;;;;;
89b7ccd3-a6c8-45f7-acb8-4b441bb7a15b;00.01.000;;FIS EM Plus;;;'EN 15804+A2';;DE;specific dataset;2024;2029;;;2024-04-18;EPD-FIW-20230530-CBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;kg;;1 kg Injektionsmörtel;;;;;;;;;;;C2;;;;;;;;;;0.00424;0;0.00424;0.0585;0;0.0585;0;0;0;0.00000464;0.000000000000181;0.00000891;0.000000109;0;0;0;0;0;0.00000728;0.00441;0;0.00437;0.0000396;0.0417;0.0000000000484;0.00000287;0.0000000156;0.0000329;0.000000000000847;0.0000000000377;0.0000163;0.0243;0.000000000000000556;0.0000065;0.0582;0.000000000283;0.0000517;;;;;;;;;;;;;;;;;;;
89b7ccd3-a6c8-45f7-acb8-4b441bb7a15b;00.01.000;;FIS EM Plus;;;'EN 15804+A2';;DE;specific dataset;2024;2029;;;2024-04-18;EPD-FIW-20230530-CBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;kg;;1 kg Injektionsmörtel;;;;;;;;;;;C3;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
89b7ccd3-a6c8-45f7-acb8-4b441bb7a15b;00.01.000;;FIS EM Plus;;;'EN 15804+A2';;DE;specific dataset;2024;2029;;;2024-04-18;EPD-FIW-20230530-CBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;kg;;1 kg Injektionsmörtel;;;;;;;;;;;C4;;;;;;;;;;0.0326;0;0.0326;0.2;0;0.2;0;0;0;0.0000505;0.00000000000436;1;0.00000228;0;0;0;0;0;0.000107;0.0149;0;0.0148;0.0000467;0.108;0.00000000131;0.0000275;0.0000000303;0.000303;0.0000000000168;0.00000000177;0.000264;0.0486;0.0000000000000382;0.0000831;0.2;0.000000000694;0.00165;;;;;;;;;;;;;;;;;;;
89b7ccd3-a6c8-45f7-acb8-4b441bb7a15b;00.01.000;;FIS EM Plus;;;'EN 15804+A2';;DE;specific dataset;2024;2029;;;2024-04-18;EPD-FIW-20230530-CBA1-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;kg;;1 kg Injektionsmörtel;;;;;;;;;;;D;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;A1-A3;;;;;;;;;;1290;2630;3910;1460;264;1730;0;0;0;0.639;0.00000383;1.62;0.0453;0;0;0;0;0;0.243;;;78.4;0.235;682;0.00000477;0.0868;0.00132;0.817;0.000000028;0.00000172;4.14;6220;0.0000000572;0.223;1730;0.0000306;6.52;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;A4;;;;;;;;;;1.22;0;1.22;21.3;0;21.3;0;0;0;0.0014;0.00000000112;0.00334;0.0000386;0;0;0;0;0;0.00172;1.6;0;1.59;0.013;15.7;0.0000000117;0.000553;0.00000473;0.00655;0.000000000318;0.0000000165;0.00565;7.29;0.000000000000000315;0.00149;21.2;0.000000141;0.0148;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;A5;;;;;;;;;;47.9;-8.27;39.6;24.1;-3.89;20.2;0;0;0;0.0167;0.0000000387;0.055;0.000572;0;0;0;6.09;10.9;0.00365;2.09;0.851;1.24;0.00338;8.56;0.0000000536;0.00135;0.0000137;0.0142;0.000000000335;0.0000000196;0.0607;63.1;0.000000000572;0.00334;20.2;0.000000332;0.497;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;B1;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;0;0;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;B2;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;0;0;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;B3;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;0;0;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;B4;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;0;0;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;B5;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;0;0;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;B6;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;0;0;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;B7;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;0;0;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;C1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;C2;;;;;;;;;;5.47;0;5.47;95.4;0;95.4;0;0;0;0.00626;0.00000000503;0.015;0.000173;0;0;0;0;0;0.0378;7.12;0;7.06;0.0583;70.5;0.000000149;0.0183;0.0000212;0.203;0.00000000143;0.0000000784;0.0253;32.7;0.00000000000000141;0.0356;95.1;0.000000633;0.0662;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;C3;;;;;;;;;;;;;323;-260;63;0;0;0;0.704;0.0000000114;2.08;0.00349;0;0;0;419;752;0.0412;256;252;4.28;0.00275;27.2;0.000000206;0.0135;0.0000052;0.196;0.00000000183;0.0000000652;0.554;17.2;0.000000000000038;0.0367;63;0.000000579;29.9;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;C4;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
89907d25-e79a-4229-b2ca-7d059152b717;00.01.000;;best wood wood fibre insulation boards;;;'EN 15804+A2';;DE;specific dataset;2023;2028;;;2023-09-20;EPD-HWS-20230344-IBA2-DE;Institut Bauen und Umwelt e.V. (IBU);;;;1;m3;;1 m³ Holzfaser-Dämmplatte (160 kg/m³);;;;;;;;;;;D;;;;;;;;;;-371;0;-371;-1670;0;-1670;0;0;0;-0.362;-0.000000375;-0.778;-0.119;0;0;0;0;0;-0.125;-96.4;0;-96.4;-0.0658;;-0.00000107;-0.0356;-0.000124;-0.381;-0.0000000159;-0.000000627;-19.5;;-0.00000000000108;-0.1;-1670;-0.0000158;-7.18;;;;;;;;;;;;;;;;;;;
3e2802bb-9c19-4bf6-a580-2c462619a512;00.01.000;;Overhead Door Closer TS Match Series - Door closer;;;'EN 15804+A2';;Singapore;specific dataset;2026;2031;;;2026-03-16;EPD-DOR-20260198-CBA1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece Overhead Door Closer TS Match Series;;;;;;;;;;;A1-A3;;;;;;;;;;46.7;2.97;49.6;253;0.904;254;0.649;0;0;0.0777;0.000000776;4.01;0.00246;0;0.699;0;0;0;0.0987;24;-0.362;24.4;0.00742;200;0.00000163;0.0194;0.0000128;0.212;0.00575;0.000000136;0.298;58.5;0.0000000000861;0.0586;254;0.0000754;2.93;;;;;;;;;;;;;;;;;;;
3e2802bb-9c19-4bf6-a580-2c462619a512;00.01.000;;Overhead Door Closer TS Match Series - Door closer;;;'EN 15804+A2';;Singapore;specific dataset;2026;2031;;;2026-03-16;EPD-DOR-20260198-CBA1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece Overhead Door Closer TS Match Series;;;;;;;;;;;A4;;;;;;;;;;0.0155;0;0.0155;3.18;0;3.18;0;0;0;0.000019;0.0000000000985;0.000305;0.00000359;0;0;0;0;0;0.00367;0.251;0.00598;0.245;0.00000891;2.35;0.0000000646;0.000917;0.0000000638;0.0101;0.0000000000426;0.00000000134;0.000492;0.0111;0.0000000000000202;0.00262;3.18;0.00000000591;0.000471;;;;;;;;;;;;;;;;;;;
3e2802bb-9c19-4bf6-a580-2c462619a512;00.01.000;;Overhead Door Closer TS Match Series - Door closer;;;'EN 15804+A2';;Singapore;specific dataset;2026;2031;;;2026-03-16;EPD-DOR-20260198-CBA1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece Overhead Door Closer TS Match Series;;;;;;;;;;;A5;;;;;;;;;;3;-2.97;0.0294;0.108;0;0.108;0;0;0;0.00102;0.0000000000614;0.011;0.00000543;0;0;0;0.53;0.961;0.0000975;0.399;0.39;0.00816;0.00000542;0.0471;0.000000000536;0.0000359;0.0000000136;0.000446;0.0000000000028;0.0000000000553;0.000854;0.0329;0.0000000000000478;0.0000951;0.108;0.000000000505;0.0434;;;;;;;;;;;;;;;;;;;
3e2802bb-9c19-4bf6-a580-2c462619a512;00.01.000;;Overhead Door Closer TS Match Series - Door closer;;;'EN 15804+A2';;Singapore;specific dataset;2026;2031;;;2026-03-16;EPD-DOR-20260198-CBA1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece Overhead Door Closer TS Match Series;;;;;;;;;;;C1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
3e2802bb-9c19-4bf6-a580-2c462619a512;00.01.000;;Overhead Door Closer TS Match Series - Door closer;;;'EN 15804+A2';;Singapore;specific dataset;2026;2031;;;2026-03-16;EPD-DOR-20260198-CBA1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece Overhead Door Closer TS Match Series;;;;;;;;;;;C2;;;;;;;;;;0.000675;0;0.000675;0.14;0;0.14;0;0;0;0.000000823;0.00000000000432;0.0000134;0.000000156;0;0;0;0;0;0.0000111;0.0105;0.000437;0.0101;0.000000393;0.104;0.000000000101;0.00000396;0.00000000256;0.0000449;0.00000000000188;0.0000000000589;0.0000213;0.000483;0.000000000000000876;0.0000116;0.14;0.000000000261;0.0000202;;;;;;;;;;;;;;;;;;;
3e2802bb-9c19-4bf6-a580-2c462619a512;00.01.000;;Overhead Door Closer TS Match Series - Door closer;;;'EN 15804+A2';;Singapore;specific dataset;2026;2031;;;2026-03-16;EPD-DOR-20260198-CBA1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece Overhead Door Closer TS Match Series;;;;;;;;;;;C3;;;;;;;;;;0.0819;0;0.0819;1.13;-0.904;0.228;0;0;0;0.00103;0.000000000185;0.0458;0.00000716;0;1.85;0;0.7;1.62;0.0000774;0.458;-0.00000248;0.458;0.0000295;0.0871;0.000000000892;0.0000171;0.0000000387;0.000359;0.00000000000708;0.000000000535;0.000762;0.0748;0.000000000000166;0.0000477;0.228;0.0000000015;0.0429;;;;;;;;;;;;;;;;;;;
3e2802bb-9c19-4bf6-a580-2c462619a512;00.01.000;;Overhead Door Closer TS Match Series - Door closer;;;'EN 15804+A2';;Singapore;specific dataset;2026;2031;;;2026-03-16;EPD-DOR-20260198-CBA1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece Overhead Door Closer TS Match Series;;;;;;;;;;;C4;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
3e2802bb-9c19-4bf6-a580-2c462619a512;00.01.000;;Overhead Door Closer TS Match Series - Door closer;;;'EN 15804+A2';;Singapore;specific dataset;2026;2031;;;2026-03-16;EPD-DOR-20260198-CBA1-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece Overhead Door Closer TS Match Series;;;;;;;;;;;D;;;;;;;;;;-40.5;0;-40.5;-101;0;-101;1.28;0;0;-0.121;-0.0000000715;-1.55;-0.00979;0;0;0;0;0;-0.0263;-7.64;-0.0151;-7.62;-0.00147;-21.6;-0.000000414;-0.00374;-0.00000355;-0.0403;-0.0000000632;-0.0000000317;-1.98;-2.34;-0.0000000000461;-0.0121;-101;-0.0000251;-0.323;;;;;;;;;;;;;;;;;;;
fba84d5d-2548-42e0-af94-c3817ff87450;00.01.000;;Extension module 90 30 / 90 31;;;'EN 15804+A2';;DE;specific dataset;2021;2026;;;2021-10-07;EPD-DOR-20210195-CBA2-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece;;;;;;;;;;;A1-A3;;;;;;;;;;8.81;0.719;9.53;27.2;1.97;29.1;0;0;0;0.013;0.00000175;0.06;0.00056;;;;;;0.0181;2.38;-0.0168;2.39;0.00308;;;0.00304;0.0000124;0.0334;;;;;0.000000000219;0.00911;29.1;0.00097;0.5;;;;;;;;;;;;;;;;;;;
fba84d5d-2548-42e0-af94-c3817ff87450;00.01.000;;Extension module 90 30 / 90 31;;;'EN 15804+A2';;DE;specific dataset;2021;2026;;;2021-10-07;EPD-DOR-20210195-CBA2-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece;;;;;;;;;;;A4;;;;;;;;;;0.000566;0;0.000566;0.179;0;0.179;0;0;0;0.00000102;0.0000000000174;0.0000183;0.000000193;;;;;;0.0000354;;;;;;;0.00000999;0.00000000273;0.00011;;;;;0.00000000000000000134;0.0000281;0.179;0.000000000379;0.0000249;;;;;;;;;;;;;;;;;;;
fba84d5d-2548-42e0-af94-c3817ff87450;00.01.000;;Extension module 90 30 / 90 31;;;'EN 15804+A2';;DE;specific dataset;2021;2026;;;2021-10-07;EPD-DOR-20210195-CBA2-EN;Institut Bauen und Umwelt e.V. (IBU);;;;1;pcs.;;1 piece;;;;;;;;;;;A5;;;;;;;;;;0.575;-0.571;0.004;0.021;0;0.021;0;0;0;0.000197;0.0000000000314;0.002;0.00000112;;;;;;0.0000189;0.067;0.066;0.002;0.00000111;;;0.00000682;0.00000000238;0.0000851;;;;;0.0000000000000000122;0.0000181;0.021;0.000000000192;0.008;;;;;;;;;;;;;;;;;;;
