UUID;Version;Name (de);Name (en);Kategorie (original);Kategorie (en);Konformitaet;Hintergrunddatenbank(en);Laenderkennung;Typ;Referenzjahr;Gueltig bis;URL;Declaration owner;Veroeffentlicht am;Registrierungsnummer;Registrierungsstelle;UUID des Vorgaengers;Version des Vorgaengers;URL des Vorgaengers;Bezugsgroesse;Bezugseinheit;Referenzfluss-UUID;Referenzfluss-Name;Schuettdichte (kg/m3);Flaechengewicht (kg/m2);Rohdichte (kg/m3);Schichtdicke (m);Ergiebigkeit (m2);Laengengewicht (kg/m);Stueckgewicht (kg);Umrechungsfaktor auf 1kg;biogener Kohlenstoffgehalt in kg;biogener Kohlenstoffgehalt (Verpackung) in kg;Modul;Szenario;Szenariobeschreibung;GWP;ODP;POCP;AP;EP;ADPE;ADPF;PERE;PERM;PERT;PENRE;PENRM;PENRT;SM;RSF;NRSF;FW;HWD;NHWD;RWD;CRU;MFR;MER;EEE;EET;AP (A2);GWPtotal (A2);GWPbiogenic (A2);GWPfossil (A2);GWPluluc (A2);ETPfw (A2);PM (A2);EPmarine (A2);EPfreshwater (A2);EPterrestrial (A2);HTPc (A2);HTPnc (A2);IRP (A2);SOP (A2);ODP (A2);POCP (A2);ADPF (A2);ADPE (A2);WDP (A2);RMI_FOSSILE;RMI_METALS;RMI_MINERALS;RMI_FORESTRY;RMI_AGRICULTURE;RMI_FISHERIES;RMI_ABIOTIC_SUBTOTAL;RMI_BIOTIC_SUBTOTAL;RMI_TOTAL;TMR_FOSSILE;TMR_METALS;TMR_MINERALS;TMR_FORESTRY;TMR_AGRICULTURE;TMR_FISHERIES;TMR_ABIOTIC_SUBTOTAL;TMR_BIOTIC_SUBTOTAL;TMR_TOTAL;
8d06b1df-e898-4009-adee-57ca44aaafcc;00.05.000;BauderTHERMOFOL;BauderTHERMOFOL U / M;'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen';'Plastics' / 'Roofing membranes' / 'PVC sheet';'DIN EN 15804' / 'ISO 14025';'GaBi database (28d74cc0-db8b-4d7e-bc44-5f6d56ce0c4a)';DE;average dataset;2016;2021;https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8d06b1df-e898-4009-adee-57ca44aaafcc?version=00.05.000;Paul Bauder GmbH & Co. KG;;;;;;;1;qm;d21fe6c4-dcef-bd20-9458-9aad442df0c8;1 m² BauderTHERMOFOL U (12/15/18/20/24), U (15/18/20) V und M (12/15/18/20);;1.938;;;;;;;;;A1-A3;;;5.18;0.0000000759;0.00281;0.0167;0.0142;0.0131;118;7.75;1.46;9.22;81.3;43.2;124;0.0805;0;0;1.86;0.0000731;0.259;0.00205;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34633906-b5d4-48d8-adf4-90037a7499d9;00.00.053;Holzfaserdämmstoff Trockenverfahren (Durchschnitt DE);Wood fiber insulation - dry process (German average);'Dämmstoffe' / 'Holzfasern' / 'Holzfaserdämmplatte';'Insulation materials' / 'Wood fibre' / 'Wood fibre insulation boards';'EN 15804+A2' / 'EN 16485';'GaBi database (28d74cc0-db8b-4d7e-bc44-5f6d56ce0c4a)';DE;representative dataset;2021;2026;https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/34633906-b5d4-48d8-adf4-90037a7499d9?version=00.00.053;Thünen-Institut für Holzforschung;;;Thünen-Institut für Holzforschung;51a420d8-6366-4e14-83db-ecfe0721774d;00.00.050;;1;m3;c9e305c5-747b-43b0-9b94-baef80575641;Holzfaserdämmstoff Trockenverfahren (Durchschnitt DE);;;150.76;;;;;;64.64;3.03;A1-A3;;;;;;;;;;810.8959714875218;2607.913139632562;3418.809111120084;1710.5038447151283;101.26904795751999;1811.7728926726481;0;0;0;0.7714585306224404;0.00001577578588325283;1.061539248104791;0.012877945557843964;0;0;0;0.00888126162189667;0.020632229839794;0.2010032951951336;-153.89676898416326;-248.13006432339;94.23329533922674;;;;0.08400910061820802;0.00031694425367276177;0.906197882360996;;;;;0.00000000000067303693;0.26196702212499673;1795.7691908178772;0.00001614773700219105;0.7714585306224404;;;;;;;;;;;;;;;;;;;
